order id,order numeric id,buyer,seller,product name,product description,product category,processed date,order status,order style,order currency,sold price,quantity,subtotal,shipping price,taxes,taxes currency,credits applied,total,processed_date,model_colorway,size,official_name_x,official_colorway_x,official_name_y,official_colorway_y,official_name,official_colorway,style_code
8gZxAcbyXA2kCZDvDpXsJn,361475014,raymone13,the_hype_hookup,Size 13 - Jordan 1 Zoom Racer Blue,Size 13 men’s used no box shoe trees not included,Sneakers,2025-05-04 13:11 (UTC),processing,direct_order,USD,$75.00,1,$75.00,$9.21,$7.32,USD,$0.00,$91.53,2025-05-10,Size 13 - Jordan 1 Zoom Racer Blue,13,,,,,Jordan 1 Retro High Zoom White Racer Blue,White/Racer Blue-White,CK6637-104
MPh3u3X2dgvS48jQpTTRtd,361381680,raymone13,charliecar11312,Easter dunk low,,Sneakers,2025-05-04 06:49 (UTC),completed,direct_order,USD,$44.00,1,$44.00,$9.21,$4.29,USD,$0.00,$57.50,2025-05-10,Nike Dunk Low Easter Candy,7w,,,,,Nike Dunk Low SE Easter Candy (Women's),White/Green Glow-Sunset Pulse,DD1872-100
KhVPRsB27RDLdKfBFSvJkn,361304010,raymone13,dfwsneakerfan,SIZE 14M JORDAN 4 RETRO DUNK FROM ABOVE,8352 | USED OG BOX,Sneakers,2025-05-04 04:39 (UTC),completed,direct_order,USD,$245.00,1,$245.00,$9.21,$23.89,USD,$0.00,$278.10,2025-05-10,SB dunk low city of cinema,15,,,,,Nike SB Dunk Low City of Cinema,Celestial Gold/Black/Dark Team Red/Armory Navy/Baroque Brown/Gold,FZ1278-200
E2omrHTEmcRaSkMELJ4fEi,361287861,raymone13,bernkicks,Nike Dunk Low Retro SE 'Tiffany Aqua Waterways' [Size 14M],Brand New Original Box,Sneakers,2025-05-04 04:19 (UTC),processing,direct_order,USD,$63.00,1,$63.00,$9.21,$6.15,USD,$0.00,$78.36,2025-05-10,SIZE 14M JORDAN 4 RETRO DUNK FROM ABOVE,14,,,,,Jordan 4 Retro Dunk From Above,Midnight Navy/Metallic Gold-Gold Leaf-White,308497-425
7vKekcfA2N4kBFBWUEYcu6,361271592,raymone13,bernkicks,Nike SB Dunk Low Pro 'Court Purple' [Size 13M],Pre Owned Original Box,Sneakers,2025-05-04 04:02 (UTC),completed,direct_order,USD,$105.00,1,$105.00,$9.21,$10.24,USD,$0.00,$124.45,2025-05-10,Nike Dunk Low Retro SE 'Tiffany Aqua Waterways' [Size 14M],14,,,,,Nike Dunk Low Retro SE Off Noir Smoke Grey,Off-Noir/Smoke Grey/Anthracite/Black,FZ3052-001
hG9WcdY3hxXTZGsrKWr9ro,361166558,raymone13,fragmented_soles,NIKE AIR FORCE 1 LOW MIDNIGHT NAVY - SIZE 13 PRE OWNED NO BOX,AV076,Sneakers,2025-05-04 02:25 (UTC),completed,direct_order,USD,$104.00,1,$104.00,$9.21,$10.14,USD,$0.00,$123.35,2025-05-10,Nike SB Dunk Low Pro 'Court Purple' [Size 13M],13,,,,,Nike SB Dunk Low Pro ISO Orange Label Court Purple,Court Purple/Court Purple/White/Gum Light Brown,DV5464-500
7TgW3qCNBT7hJ4DRxEhvX5,361146007,raymone13,fragmented_soles,AIR JORDAN 4 PALE CITRON - SIZE 13 PRE OWNED NO BOX,AX526,Sneakers,2025-05-04 02:08 (UTC),processing,direct_order,USD,$145.00,1,$145.00,$9.21,$14.14,USD,$0.00,$168.35,2025-05-10,NIKE AIR FORCE 1 LOW MIDNIGHT NAVY - SIZE 13 PRE OWNED NO BOX,13,,,,,Nike Air Force 1 Low Midnight Navy Fusion Pink,Midnight Navy/Midnight Navy-Fusion Pink,488298-417
2aTbwMubdwDonHDruyJWw9,361139446,raymone13,fragmented_soles,AIR JORDAN 14 CHARTREUSE 2005 - SIZE 13 PRE OWNED NO BOX,AU986,Sneakers,2025-05-04 02:03 (UTC),processing,direct_order,USD,$80.00,1,$80.00,$9.21,$7.80,USD,$0.00,$97.01,2025-05-10,AIR JORDAN 4 PALE CITRON - SIZE 13 PRE OWNED NO BOX,13,,,,,Jordan 4 Retro Flight Nostalgia,White/Black-Bright Crimson-Pale Citron,308497-116
Q6unbXWNnKf2kwB3XjhNkW,360994129,raymone13,dt_sneakz,Jordan 4 Fear size 7Y 8.5W,Used og all,Sneakers,2025-05-04 00:05 (UTC),completed,direct_order,USD,$103.00,1,$103.00,$2.99,$10.05,USD,$0.00,$116.04,2025-05-10,AIR JORDAN 14 CHARTREUSE 2005 - SIZE 13 PRE OWNED NO BOX,14,,,,,Jordan 14 Retro Graphite Chartreuse (2005),Light Graphite/Chartreuse-Black,311832-031
S4xWiaXfdFDB2UGrPDJBU4,360965328,raymone13,dt_sneakz,Dunk low red panda size 12M,Used og all,Sneakers,2025-05-03 23:38 (UTC),completed,direct_order,USD,$77.00,1,$77.00,$1.53,$7.51,USD,$0.00,$86.04,2025-05-10,Jordan 4 Fear size 7Y 8.5W,7Y,,,,,Jordan 4 Retro Fear (2024),Black/White/Anthracite/Black/Pure Platinum,FQ8138-002
SyCUgxchtf8mghvtogigiq,360957230,raymone13,dt_sneakz,Jordan 13 Hyper Royals Size 12,Used with box,Sneakers,2025-05-03 23:30 (UTC),completed,direct_order,USD,$68.00,1,$68.00,$9.21,$6.63,USD,$0.00,$83.84,2025-05-10,Dunk low red panda size 12M,12,,,,,Nike Dunk Low Retro Red Swoosh Panda,Black/University Red-White,FB3354-001
QBpv7QYsoab938gPNLqfeJ,360923492,raymone13,ayofigs,QUICK STEALS #59,,Sneakers,2025-05-03 22:57 (UTC),completed,direct_order,USD,$50.00,1,$50.00,$0.00,$4.88,USD,$0.00,$54.88,2025-05-10,Jordan 13 Hyper Royals Size 12,13,,,,,Jordan 13 Retro Black Hyper Royal,Black/Black-White-Hyper Royal,414571-040
B7C5xhtNPwXYs8hdJMQ73J,360918262,raymone13,ayofigs,QUICK STEALS #52,,Sneakers,2025-05-03 22:51 (UTC),completed,direct_order,USD,$152.00,1,$152.00,$9.21,$14.82,USD,$0.00,$176.03,2025-05-10,Jordan 1 Atmosphere Pink Bubble Gum (“Absolutely Perfect”),15,,,,,Jordan 1 Low Method of Make Perfect Pink (Women's),Perfect Pink/Sail/Metallic Gold,FN5032-600
44JH7p8X4teukiX9WiMezs,360813183,raymone13,hunnadollakicks,13M Jordan 13 Dune Red w/OG Box K488,Lightly Used / OG Box,Sneakers,2025-05-03 20:58 (UTC),completed,direct_order,USD,$85.00,1,$85.00,$9.21,$8.29,USD,$0.00,$102.50,2025-05-10,Jordan 13 Retro Chicago,13,,,,,Jordan 13 Retro OG Chicago (2017),White/Black-True Red,414571-122
VS7s6rSweTY3xxXkVznUaB,360778542,raymone13,hunnadollakicks,13M Jordan 5 Raging Bulls w/OG Box K496,Used / OG Box,Sneakers,2025-05-03 20:21 (UTC),completed,direct_order,USD,$92.00,1,$92.00,$0.00,$8.97,USD,$0.00,$100.97,2025-05-10,13M Jordan 13 Dune Red w/OG Box K488,13,,,,,Jordan 1 Retro Low OG SP Travis Scott Olive (Women's),Sail/University Red/Black/Medium Olive,DZ4137-106
kEZjQsT2F9aa4Y8PZWNpHz,360760239,raymone13,hunnadollakicks,12M (2005) Air Force 1 NY Cubans MV $400+ K580,Used / No Box,Sneakers,2025-05-03 20:01 (UTC),completed,direct_order,USD,$96.00,1,$96.00,$9.21,$9.36,USD,$0.00,$114.57,2025-05-10,13M Jordan 5 Raging Bulls w/OG Box K496,13,,,,,Jordan 5 Retro Raging Bull Red (2021),Varsity Red/Black-White,DD0587-600
SmCMxfjh8pYp5vQo7j68ju,360751446,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #234,,Sneakers,2025-05-03 19:51 (UTC),completed,direct_order,USD,$17.00,1,$17.00,$9.21,$1.66,USD,$0.00,$27.87,2025-05-10,12M (2005) Air Force 1 NY Cubans MV $400+ K580,12,,,,,Nike Air Force 1 Low NY Cubans,Light Charcoal/Neutral Grey-Team Red-Black,313461-001
2BfYauFuhokV8jjAczLVZs,360749718,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #233,,Sneakers,2025-05-03 19:49 (UTC),completed,direct_order,USD,$86.00,1,$86.00,$9.21,$8.39,USD,$0.00,$103.60,2025-05-10,Nike Kyrie Infinity,12,,,,,Nike Kyrie Infinity Mother Nature & Father Time,Beige/Pink/Blue,DC9134-200/CZ0204-200
dp7m4NNGUhcqnf8AMCxzzj,360742404,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #224,,Sneakers,2025-05-03 19:41 (UTC),completed,direct_order,USD,$104.00,1,$104.00,$9.21,$10.14,USD,$0.00,$123.35,2025-05-10,Jordan Legacy 312 Black Metallic Gold,7y,,,,,Jordan Legacy 312 Low Black Metallic Gold,Black/White/Metallic Gold,CD7069-071
Tq2j5ptCvxTqbYN7bAH2zp,360741108,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #222,,Sneakers,2025-05-03 19:39 (UTC),completed,direct_order,USD,$88.00,1,$88.00,$9.21,$8.58,USD,$0.00,$105.79,2025-05-10,Jordan 6 Oreo,11.5,,,,,Jordan 6 Retro Reverse Oreo,White/Black,CT8529-112
GTQeqRSdNS7tADutHr3goL,360728390,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #197,,Sneakers,2025-05-03 19:25 (UTC),completed,direct_order,USD,$78.00,1,$78.00,$9.21,$7.61,USD,$0.00,$94.82,2025-05-10,Dunk Low Industrial Blue Sashiko,13,,,,,Nike Dunk Low Industrial Blue Sashiko,Summit White/Industrial Blue,DV0834-101
5u9JnAaY8aK9sZncbGZWEX,360722203,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #185,,Sneakers,2025-05-03 19:17 (UTC),completed,direct_order,USD,$87.00,1,$87.00,$9.21,$8.49,USD,$0.00,$104.70,2025-05-10,Nike Dunk Low Cracked Orange,7y,,,,,Nike Dunk Low Cracked Orange (Women's),Light Bone/Safety Orange/Laser Orange,FN7773-001
Qaa4KNoZAgAp5Fs7uA3YR6,360716012,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #175,,Sneakers,2025-05-03 19:10 (UTC),completed,direct_order,USD,$130.00,1,$130.00,$9.21,$12.68,USD,$0.00,$151.89,2025-05-10,Air Force 1 07’ LV8 British Tan Orange Crush,7y,,,,,Nike Air Force 1 Low '07 LV8 Notebook Doodle Pack Light British Tan,Light British Tan/Coconut Milk/Gum Dark Brown/Burgundy Crush,FQ8713-200
DTYXRGcsj8Ptj7uDHX927F,360708817,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #160,,Sneakers,2025-05-03 19:01 (UTC),completed,direct_order,USD,$100.00,1,$100.00,$9.21,$9.75,USD,$0.00,$118.96,2025-05-10,Air Jordan 1 Mid SE Space Jam,12,,,,,Jordan 1 Mid SE Space Jam,Black/Dark Concord-White,DV1308-004
9yRE3mSCAm6h6XccL2Mbgg,360702055,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #147,,Sneakers,2025-05-03 18:52 (UTC),completed,direct_order,USD,$67.00,1,$67.00,$9.21,$6.54,USD,$0.00,$82.75,2025-05-10,Nike Dunk Low New Americana Washed Denim,13,,,,,Nike Dunk Low New Americana Washed Denim,White/Midnight Navy-Gym Red-Sail,FN6881-100
BbteeP7hGjagMdTQW6wGMC,360658623,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #77,,Sneakers,2025-05-03 17:58 (UTC),completed,direct_order,USD,$122.00,1,$122.00,$9.21,$11.90,USD,$0.00,$143.11,2025-05-10,Jordan 1 Low Laser Orange,11.5,,,,,Jordan 1 Low Laser Orange (Women's),White/Black-Laser Orange,CZ4776-107
Cz9JDyq2BBz49FJBQHvTtS,360647005,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #61,,Sneakers,2025-05-03 17:42 (UTC),completed,direct_order,USD,$146.00,1,$146.00,$9.21,$14.24,USD,$0.00,$169.45,2025-05-10,Jordan 4 Craft,8,,,,,Jordan 4 Retro SE Craft Medium Olive,Medium Olive/Pale Vanilla/Khaki/Black/Sail,FB9927-200
kQAWBjAqEAuzbAGBD3s4nW,360595303,raymone13,grailed804,"Size 8M Jordan 6 Aqua - Preowned, Original Box",Clean og box,Sneakers,2025-05-03 16:31 (UTC),completed,direct_order,USD,$68.00,1,$68.00,$9.21,$6.63,USD,$0.00,$83.84,2025-05-10,Jordan 4 Craft,13,,,,,Jordan 4 Retro SE Craft Medium Olive,Medium Olive/Pale Vanilla/Khaki/Black/Sail,FB9927-200
8BY8eXQWJ8Hb73qzsyJ6Sd,360547619,raymone13,grailed804,"Size 13M Jordan 5 We The Best Crimson - Pre Owned , Original Box","Clean 🧼 , with box",Sneakers,2025-05-03 15:15 (UTC),completed,direct_order,USD,$120.00,1,$120.00,$9.21,$11.70,USD,$0.00,$140.91,2025-05-10,"Size 8M Jordan 6 Aqua - Preowned, Original Box",8,,,,,Jordan 6 Retro Aqua,Black/Bright Concord/Aquatone,CT8529-004
UDUPE9PBF8dPdq9n6zjHHN,360542687,raymone13,aftermarketnyc,RANDOM SNEAKER DEAL #116,"RANDOM SNEAKER DEALS
LISTEN FOR SIZE AND CONDITION",Sneakers,2025-05-03 15:07 (UTC),processing,direct_order,USD,$34.00,1,$34.00,$9.21,$3.32,USD,$0.00,$46.53,2025-05-10,"Size 13M Jordan 5 We The Best Crimson - Pre Owned , Original Box",13,,,,,Jordan 5 Retro DJ Khaled We The Best Crimson Bliss,Crimson Bliss/Leche Blue-Sail,DV4982-641
N8VoxCEP65PxRVCDSmg2eT,360535150,raymone13,aftermarketnyc,RANDOM SNEAKER DEAL #97,"RANDOM SNEAKER DEALS
LISTEN FOR SIZE AND CONDITION",Sneakers,2025-05-03 14:53 (UTC),completed,direct_order,USD,$69.00,1,$69.00,$9.21,$6.73,USD,$0.00,$84.94,2025-05-10,KD Trey 5 x Wolf Grey,13,,,,,Nike KD Trey 5 X Wolf Grey Volt Crimson,Wolf Grey/White-Barely Volt-Bright Crimson-Orange Cream,DJ7554-009/DD9538-009
b775rafmudnh5R3zxuwGtA,360525962,raymone13,naderbuys,FREE SHOES #3,THANK YOU,Sneakers,2025-05-03 14:36 (UTC),processing,giveaway,USD,$0.00,1,$0.00,$0.00,$0.00,USD,$0.00,$0.00,2025-05-10,Air Force 1 White Laser Fuchsia,8.5W,,,,,Nike Air Force 1 Low World Tour Las Vegas,Laser Fuchsia/White-Vivid Purple,FV6150-600
FdaLi9PAaDaHYfdLzEp3pH,360525130,raymone13,aftermarketnyc,RANDOM SNEAKER DEAL #74,"RANDOM SNEAKER DEALS
LISTEN FOR SIZE AND CONDITION",Sneakers,2025-05-03 14:35 (UTC),processing,direct_order,USD,$58.00,1,$58.00,$9.21,$5.66,USD,$0.00,$72.87,2025-05-10,Jordan 11 Retro Low University Blue,13,,,,,Jordan 11 Retro Low University Blue (2017),White/University Blue,528895-106
Mi5wteEZCHSDgsXbZobZSz,360414693,raymone13,fitslasneakers,"MENS 12 $210 RETAIL JORDAN 13 RETRO ""DUNE RED""",NO CANCELLATIONS FOR ANY REASON !!!,Sneakers,2025-05-03 08:07 (UTC),completed,direct_order,USD,$81.00,1,$81.00,$1.91,$7.90,USD,$0.00,$90.81,2025-05-10,Jordan NU Retro 1 Golf Chicago,13,,,,,Jordan Nu Retro 1 Low Golf Chicago,Black/White/University Red/Blue Tint,FZ4153-001
JAcJNPWCmWhDpZkcNEU5wD,360411474,raymone13,sneakerhustle,HUSTLE SHOE CLEANER #57,SNEAKER CLEANER COMES WITH LITTLE BRUSH & LITTLE TOWEL,Sneakers,2025-05-03 07:56 (UTC),completed,direct_order,USD,$7.00,1,$7.00,$0.00,$0.69,USD,$0.00,$7.69,2025-05-10,"MENS 12 $210 RETAIL JORDAN 13 RETRO ""DUNE RED""",13,,,,,Jordan 13 Retro Dune Red,Dune Red/Dune Red/Terra Blush/White,DJ5982-601
CBXbUyJiCaoyXqUZNJrrFe,360401101,raymone13,fitslasneakers,"MENS 14 $1,326 LOWEST ASK JORDAN 6 RETRO ""QUAI 54""",NO CANCELLATIONS FOR ANY REASON !!!,Sneakers,2025-05-03 07:24 (UTC),completed,direct_order,USD,$130.00,1,$130.00,$2.53,$12.68,USD,$0.00,$145.21,2025-05-10,HUSTLE SHOE CLEANER #57,N/a,,,,,NikeCraft General Purpose Shoe Tom Sachs,Light Cream/White-Light Bone,DA6672-200
H6vwyjMk8q38tS46XgCvv5,360398389,raymone13,sneakerhustle,Size 14 (UNRELEASED) Jordan 5 Retro A Ma Maniére Burgundy Crush #4,New OG Box (MAY HAVE MINOR BOX DAMAGE),Sneakers,2025-05-03 07:17 (UTC),completed,direct_order,USD,$200.00,1,$200.00,$9.21,$19.50,USD,$0.00,$228.71,2025-05-10,"MENS 14 $1,326 LOWEST ASK JORDAN 6 RETRO ""QUAI 54""",14,,,,,Jordan 6 Retro Quai 54 (2020),Sail/Black-Team Orange-Racer Blue,CZ4152-101
